seed,step,mean_cooperation,polarization,balanced_fraction,n_camps,camp_cleanliness,camp_exception_rate,cross_camp_nonhostile_rate,countries_with_cross_exceptions,homophily,structural_balance,power_parity,gravity,global_cooperation,climate_mitigation_score,climate_adaptation_score,economic_growth_score,peace_and_stability_score
42,50,0.19035003969256678,0.0,0.7569169960474308,2.0,0.5833333333333334,0.4166666666666667,0.8142857142857143,24.0,0.8293997461431762,0.7569169960474308,0.31798445398120007,0.23917595520375834,0.5951750198462834,0.7111402198850759,0.6282780199620898,0.598169165248274,0.7821278144678766
42,51,0.18959486105636877,0.0,0.7529644268774703,2.0,0.5869565217391305,0.41304347826086957,0.8071428571428572,24.0,0.8302047872563523,0.7529644268774703,0.3205421833690981,0.2398611294369698,0.5947974305281843,0.7116907481810671,0.6286888899104596,0.5986370310276539,0.7805690783370757
42,52,0.188719375496377,0.0,0.7529644268774703,2.0,0.5905797101449275,0.40942028985507245,0.8,24.0,0.8330414115002598,0.7529644268774703,0.3231228413725748,0.24062989109053887,0.5943596877481885,0.7110068218980524,0.6280361623230002,0.5980866735959653,0.7798245583133693
42,53,0.18735676715411506,0.0,0.7529644268774703,2.0,0.5905797101449275,0.40942028985507245,0.8,24.0,0.8334237822041749,0.7529644268774703,0.32627983814973394,0.2413183001003259,0.5936783835770575,0.7105941604170226,0.627680638256889,0.5977324079660012,0.7793868361565373
42,54,0.1859680683549403,0.0,0.7490118577075099,2.0,0.5978260869565217,0.40217391304347827,0.7857142857142857,24.0,0.8344292624249244,0.7490118577075099,0.3287727253344582,0.24203015978188086,0.5929840341774701,0.7105886300977374,0.6279947048290555,0.5981083282940858,0.777728110327343
42,55,0.18369706623428297,0.0,0.7440711462450593,2.0,0.6014492753623188,0.39855072463768115,0.7785714285714286,24.0,0.833857553101439,0.7440711462450593,0.3307628182869806,0.2455389512216564,0.5918485331171415,0.709846505022312,0.6295503199125455,0.599710063960076,0.7765050224508834
42,56,0.1823547923394302,0.0,0.7420948616600791,2.0,0.6014492753623188,0.39855072463768115,0.7785714285714286,24.0,0.8340742086695978,0.7420948616600791,0.33356781202414526,0.24643561389084867,0.5911773961697151,0.7091009907606333,0.6296798072896608,0.599855776787751,0.7755835485134777
42,57,0.1810479412446298,0.0,0.7391304347826086,2.0,0.6014492753623188,0.39855072463768115,0.7785714285714286,24.0,0.8336244496097318,0.7391304347826086,0.33604618196081476,0.24670222211944418,0.5905239706223149,0.7081406373779812,0.629955911730032,0.6001237411678332,0.7744119734626872
42,58,0.17986441391525776,0.0,0.7391304347826086,2.0,0.6014492753623188,0.39855072463768115,0.7785714285714286,24.0,0.8314514733958573,0.7391304347826086,0.3382902744613294,0.24715673127425955,0.5899322069576289,0.7082223830152518,0.6301050017527815,0.6001779615253738,0.7745067937356083
42,59,0.17913827870486415,0.0,0.7401185770750988,2.0,0.605072463768116,0.39492753623188404,0.7714285714285715,24.0,0.8306767440235925,0.7401185770750988,0.33934795065734685,0.24787526533909413,0.589569139352432,0.7085313758139605,0.6300840601288817,0.6001197228235289,0.7748720055570966
42,60,0.1785782644033832,0.0,0.7430830039525692,2.0,0.605072463768116,0.39492753623188404,0.7714285714285715,24.0,0.8313902642946425,0.7430830039525692,0.3406240668294925,0.24900617393578564,0.5892891322016915,0.7091289838155683,0.629562715032385,0.5996073859383393,0.7756314722711302
42,61,0.17791716977872546,0.0,0.7420948616600791,2.0,0.605072463768116,0.39492753623188404,0.7714285714285715,24.0,0.8311655222787979,0.7420948616600791,0.3434028950427695,0.24981760648147872,0.5889585848893627,0.7087600655691157,0.6296529047058727,0.599691268470779,0.775152825918868
42,62,0.177316727049207,0.0,0.7420948616600791,2.0,0.605072463768116,0.39492753623188404,0.7714285714285715,24.0,0.8338375062130545,0.7420948616600791,0.34544781616298953,0.2508240626203654,0.5886583635246035,0.70824908832791,0.6291894319579469,0.5993313196847124,0.7745691793036126
42,63,0.1762291379136731,0.0,0.741106719367589,2.0,0.605072463768116,0.39492753623188404,0.7714285714285715,24.0,0.8357382161078499,0.741106719367589,0.3482023775126687,0.25165387318114735,0.5881145689568366,0.7074674031554034,0.6288560402781849,0.5990713960462802,0.7736647572082395
42,64,0.17479051016549707,0.0,0.741106719367589,2.0,0.605072463768116,0.39492753623188404,0.7714285714285715,24.0,0.8374786620857082,0.741106719367589,0.35128585678945434,0.25258113626566003,0.5873952550827486,0.7068755753412996,0.6283271825622603,0.5985993315301337,0.7730251815120744
42,65,0.17310084208607154,0.0,0.741106719367589,2.0,0.605072463768116,0.39492753623188404,0.7714285714285715,24.0,0.8381714819549948,0.741106719367589,0.35449028281399636,0.2532803936018317,0.5865504210430358,0.7063621473973738,0.6278752867635258,0.5981587290472065,0.7724897923000659
42,66,0.17137570013927447,0.0,0.741106719367589,2.0,0.6123188405797102,0.38768115942028986,0.7571428571428571,24.0,0.8374711694614967,0.741106719367589,0.35791381953905577,0.2537362912281858,0.5856878500696372,0.706002738036814,0.6275731346709776,0.5978095864271872,0.7721332046700425
42,67,0.16913629996148888,0.0,0.7440711462450593,2.0,0.6159420289855072,0.38405797101449274,0.75,24.0,0.8349649438977674,0.7440711462450593,0.3655922007217537,0.256579351235522,0.5845681499807445,0.7066626229222353,0.6272701333975547,0.5973749026457728,0.772906579217819
42,68,0.16819149652797383,0.0,0.7440711462450593,2.0,0.6231884057971014,0.37681159420289856,0.7428571428571429,24.0,0.8350794279896112,0.7440711462450593,0.36816989692876756,0.257270988486643,0.5840957482639869,0.706411925445215,0.627073963770735,0.597174904009501,0.7726278260386267
42,69,0.1672445890126009,0.0,0.7440711462450593,2.0,0.6340579710144928,0.36594202898550726,0.7214285714285714,24.0,0.8342794053985654,0.7440711462450593,0.36979688307183445,0.2578618283444205,0.5836222945063004,0.706386513201015,0.6271105742949684,0.5971757295931027,0.7725938885201404
42,70,0.16647787878993803,0.0,0.7440711462450593,2.0,0.6304347826086957,0.3695652173913043,0.7285714285714285,24.0,0.8348019025774762,0.7440711462450593,0.3722200111023307,0.2584912562731798,0.5832389393949691,0.7060931594302139,0.6268601715253189,0.5969380812488873,0.7722683301769077
42,71,0.16563768936589687,0.0,0.7440711462450593,2.0,0.6268115942028986,0.37318840579710144,0.7285714285714285,24.0,0.8360499351672801,0.7440711462450593,0.37535101180842,0.2588459744038044,0.5828188446829484,0.705535134075697,0.6263150887074068,0.5964259492015327,0.7716808929553388
42,72,0.16461020023289363,0.0,0.7440711462450593,2.0,0.6268115942028986,0.37318840579710144,0.7285714285714285,24.0,0.8365625079142632,0.7440711462450593,0.3788255913000028,0.25885526255213365,0.5823051001164468,0.7049633142114485,0.6257403561775214,0.5958483029318237,0.7711050513928173
42,73,0.16348817467020235,0.0,0.7440711462450593,2.0,0.6376811594202898,0.36231884057971014,0.7071428571428572,23.0,0.8352894571500773,0.7440711462450593,0.3815788706556218,0.2590238061590346,0.5817440873351012,0.704786977532074,0.6255970475404674,0.5956386024478367,0.770941618145984
42,74,0.16191980543351914,0.0,0.7440711462450593,2.0,0.6376811594202898,0.36231884057971014,0.7071428571428572,23.0,0.8359322691755394,0.7440711462450593,0.38724499683100655,0.2617531808439819,0.5809599027167596,0.7045138743638921,0.6255174044400532,0.595585357890784,0.7705360795608
42,75,0.1610481154804769,0.0,0.741106719367589,2.0,0.6413043478260869,0.358695652173913,0.7,23.0,0.836617548185963,0.741106719367589,0.38969648671675594,0.2619214362419173,0.5805240577402384,0.7034034599902539,0.6256156273286902,0.5957203074309395,0.769198366579847
42,76,0.1600674259123112,0.0,0.7440711462450593,2.0,0.6413043478260869,0.358695652173913,0.7,23.0,0.8325607565406902,0.7440711462450593,0.3913587048905632,0.26179299094262054,0.5800337129561556,0.704426203400053,0.6254821710222085,0.5953904332517193,0.7704960926983416
42,77,0.1598951970751752,0.0,0.7440711462450593,2.0,0.6413043478260869,0.358695652173913,0.7,23.0,0.8321124490038925,0.7440711462450593,0.3921675990092607,0.26211276662764293,0.5799475985375876,0.7044700281070909,0.6255528443746571,0.5954434050017764,0.7705285838794442
42,78,0.1597940780974111,0.0,0.7440711462450593,2.0,0.6376811594202898,0.36231884057971014,0.7071428571428572,23.0,0.8322831931270434,0.7440711462450593,0.39246193955722425,0.26294321265607457,0.5798970390487056,0.7045850511122136,0.6257273317691788,0.5956340751236892,0.7706039135392281
42,79,0.1596666962956454,0.0,0.7430830039525692,2.0,0.644927536231884,0.35507246376811596,0.6928571428571428,23.0,0.8330829551026825,0.7430830039525692,0.3927456077238277,0.2632687209386669,0.5798333481478227,0.7042546457171445,0.6258133914389357,0.5957616576830739,0.7701791579907694
42,80,0.1593947059557791,0.0,0.7430830039525692,2.0,0.644927536231884,0.35507246376811596,0.6928571428571428,23.0,0.8326165049967773,0.7430830039525692,0.39238052176289856,0.263562646105977,0.5796973529778895,0.7043974049041256,0.6259903404482585,0.5959250363284946,0.7703210114577271
42,81,0.1592105343026046,0.0,0.7401185770750988,2.0,0.644927536231884,0.35507246376811596,0.6857142857142857,23.0,0.8332958621991745,0.7401185770750988,0.39133683052696167,0.2641850583640549,0.5796052671513023,0.7038317654925871,0.6266724530854019,0.5966709678643664,0.7695129605404871
42,82,0.15889942770741697,0.0,0.7401185770750988,2.0,0.6485507246376812,0.35144927536231885,0.6785714285714286,23.0,0.8314202198173899,0.7401185770750988,0.38876008379899674,0.26460381961511403,0.5794497138537085,0.7044533718269848,0.6273654576814742,0.5973085363142335,0.7701559637931495
42,83,0.15894122422647866,0.0,0.7401185770750988,2.0,0.6485507246376812,0.35144927536231885,0.6785714285714286,23.0,0.8294394881538836,0.7401185770750988,0.3869411719432877,0.2654682181145743,0.5794706121132394,0.7051681535753513,0.6281732711903361,0.5980613692845963,0.7708605655408818
42,84,0.15861779790375008,0.0036231884057971015,0.7401185770750988,2.0,0.644927536231884,0.35507246376811596,0.6857142857142857,23.0,0.8298614861395983,0.7401185770750988,0.38320300614887687,0.2684541386047193,0.5793088989518751,0.706092712016863,0.6293409455776998,0.599303559564448,0.7716717121085266
42,85,0.15896857341744206,0.0036231884057971015,0.7391304347826086,2.0,0.6413043478260869,0.358695652173913,0.6928571428571428,23.0,0.82937679142769,0.7391304347826086,0.3815575541059271,0.269116281057959,0.579484286708721,0.7063128001654893,0.6300161882870694,0.5999877342111987,0.7717959444748275
42,86,0.15937859596284962,0.0036231884057971015,0.7391304347826086,2.0,0.6376811594202898,0.36231884057971014,0.7,23.0,0.8314978767354506,0.7391304347826086,0.3801516393998176,0.2699939575767775,0.5796892979814248,0.7063484540951345,0.6300941299287003,0.6001687552410823,0.7717690889201815
42,87,0.15937012617649718,0.0,0.7381422924901185,2.0,0.6376811594202898,0.36231884057971014,0.7,23.0,0.8350441627284949,0.7381422924901185,0.37785316578061706,0.27086501270807184,0.5796850630882486,0.7059481131229545,0.6301350991117275,0.6003778770104878,0.7712341029627604
42,88,0.15868155638585177,0.0,0.7391304347826086,2.0,0.6376811594202898,0.36231884057971014,0.7,23.0,0.8364932393814685,0.7391304347826086,0.3754443554648153,0.2713262727315767,0.5793407781929258,0.7061703313134388,0.6300057213059062,0.6003103600881268,0.7715215978908443
42,89,0.1577358308727431,0.0,0.7391304347826086,2.0,0.6413043478260869,0.358695652173913,0.6928571428571428,23.0,0.8392839245091994,0.7391304347826086,0.3737981763745234,0.27132602229186537,0.5788679154363715,0.705727708354746,0.6295648887566552,0.5999796768784921,0.7710807952448423
42,90,0.15632789522737742,0.0,0.7391304347826086,2.0,0.6413043478260869,0.358695652173913,0.6928571428571428,23.0,0.8392808647539833,0.7391304347826086,0.37313864898215193,0.2712075075635107,0.5781639476136887,0.7055682409843497,0.6294308533697772,0.5998392151568284,0.7709609108703053
42,91,0.1549382938713241,0.0,0.7391304347826086,2.0,0.6413043478260869,0.358695652173913,0.6928571428571428,23.0,0.8384492076623752,0.7391304347826086,0.37124876736720247,0.2713053886854702,0.5774691469356621,0.7057214683194872,0.6296405528920862,0.6000197604180765,0.77115892309447
42,92,0.15377673165408778,0.0036231884057971015,0.7391304347826086,2.0,0.6376811594202898,0.36231884057971014,0.6928571428571428,23.0,0.8384421374293608,0.7391304347826086,0.3703108535371962,0.27138134994073054,0.5768883658270438,0.7056686513831212,0.629623791205124,0.6000018816098653,0.7711330914068795
42,93,0.15270737796150116,0.0036231884057971015,0.7391304347826086,2.0,0.6413043478260869,0.358695652173913,0.6857142857142857,23.0,0.8379876376858694,0.7391304347826086,0.36932561683304493,0.27126801024912967,0.5763536889807506,0.7056664497191701,0.6296466125555457,0.6000044680356118,0.7711694458548056
42,94,0.15030880455994236,0.0036231884057971015,0.7391304347826086,2.0,0.644927536231884,0.35507246376811596,0.6785714285714286,23.0,0.8375958715618397,0.7391304347826086,0.37947385621902513,0.2717800401080925,0.5751544022799712,0.7045096928390902,0.6285229637160423,0.598809784119693,0.7699846591216949
42,95,0.14953020039127904,0.0036231884057971015,0.7361660079051383,2.0,0.644927536231884,0.35507246376811596,0.6785714285714286,23.0,0.8377970337395789,0.7361660079051383,0.37738894150958335,0.2719281107356918,0.5747651001956395,0.7039369141792119,0.6291869362319461,0.5995143098243612,0.7692151058898398
42,96,0.14873830340570865,0.0036231884057971015,0.733201581027668,2.0,0.644927536231884,0.35507246376811596,0.6785714285714286,23.0,0.8383715312245452,0.733201581027668,0.37538664579245873,0.2719238117886715,0.5743691517028543,0.7032566820264333,0.6297283402305274,0.6001080217049839,0.7683411775227064
42,97,0.14787266958070278,0.0036231884057971015,0.733201581027668,2.0,0.644927536231884,0.35507246376811596,0.6785714285714286,23.0,0.8375409886405956,0.733201581027668,0.37296978339770703,0.2723261446095074,0.5739363347903514,0.7036040839229682,0.6301463422243682,0.6005066858586633,0.7687111397767458
42,98,0.14716550117736657,0.0036231884057971015,0.733201581027668,2.0,0.644927536231884,0.35507246376811596,0.6785714285714286,23.0,0.839481210857628,0.733201581027668,0.37020531164833026,0.2731848800237491,0.5735827505886832,0.7036426292502322,0.6302595660557023,0.6007161649735145,0.7687218280362302
42,99,0.1461145096245284,0.0036231884057971015,0.7322134387351779,2.0,0.644927536231884,0.35507246376811596,0.6785714285714286,23.0,0.8384888251200362,0.7322134387351779,0.3672329212009503,0.2742682630904586,0.5730572548122642,0.7039768447268787,0.6311227421512864,0.6015732843671295,0.7689836964020627
42,100,0.1445886218704662,0.007246376811594203,0.7341897233201581,2.0,0.6485507246376812,0.35144927536231885,0.6642857142857143,23.0,0.8371156424750955,0.7341897233201581,0.3706498825200055,0.2751976854342543,0.5722943109352331,0.7043119418511843,0.6307529718875483,0.6011218131857973,0.7694468474512948
